event_name,description,audience,cycle,website,email,date_uncertain,date,duration_days,venue_name,city,state,country
RE+ 2024,"More than just the largest clean energy event, RE+ is a catalyst for industry innovation designed to supercharge business growth in the clean energy economy",Public,once a year,http://www.re-plus.com/,customerservice@re-plus.com,False,2024-09-09,4,"Anaheim, CA",Anaheim,CA,USA
FUTURE WATER WORLD CONGRESS 2024,The Future Water World Congress is the world's most important event for addressing the Global Water Crisis,Public,once a year,http://www.futurewatercongress.com/,inquiries.fwwc@fortem-international.com,False,2024-09-05,2,,,,USA
LABELEXPO AMERICAS 2024,Labelexpo Americas is the largest even. for the label and package printing industry in the Americas,Public,every 2 years,http://www.labelexpo-americas.com/,lhansen@tarsusgroup.com,False,2024-09-10,3,,,,USA
SMALL BUSINESS EXPO LOS ANGELES 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/,info@theshowproducers.com,False,2024-09-05,1,Pasadena Convention Center,Pasadena,CA,USA
OIL SANDS TRADE SHOW & CONFERENCE 2024,The Largest Gathering of Oil Sands Professionals in the World,Public,once a year,http://www.oilsandstradeshow.com/,marketing@eventworx.ca,False,2024-09-11,2,Suncor Community Leisure Centre,Fort McMurray - Wood Buffalo,AB,Canada
LOGEX 2024,LOGEX (Logistics Experience) is a fully personalized event that brings together people from the logistics community to do business and generate strategic ties,Public,once a year,http://www.logisticsexperience.com/es-mx.html,logex@reedexpo.com,False,2024-09-03,3,Paradisus Hotel,Playa del Carmen,,Mexico
COMVEC 2024,"The COMVEC™ Technology Connection is the only North American event that addresses vehicles and equipment spanning the on-highway, off-highway, agricultural, construction, industrial, military and mining sectors",Public,once a year,http://www.sae.org/attend/comvec,customerservice@sae.org,False,2024-09-10,3,"Schaumburg, IL",Schaumburg,IL,USA
SALÓN CHOCOLATE Y CACAO 2024,Chocolate Expo. From de cocoa bean to the two hand craft and industrial chocolate,Public,once a year,http://www.salonchocolate.mx/english,info@salonchocolate.mx,False,2024-09-05,3,Mexico World Trade Center,Mexico City,,Mexico
CARBON CAPTURE CANADA 2024,"Carbon Capture Canada is the only Pan-Canadian national convention showcasing Canada’s opportunity for carbon capture and underground storage innovation, technology and destination for global investment",Public,once a year,http://www.carbonexpocanada.com/,info@dmgevents.com,False,2024-09-10,3,,,,Canada
LAUREL GUN SHOW 2024,"Guns & Knives show. LAUREL GUN SHOW features shooting rifles, pistol, combat knives, samurai swords, cartridges, gun magazines, collectibles shotguns, hunting & fishing accessories, carbines, self protection items, outdoor training and gun parts",Public,once a year,http://www.bigpopgunshows.com/services,bigpopfireworks@gmail.com,False,2024-09-28,2,Laurel Fairgrounds,Laurel,MS,USA
INTERNATIONAL PIPELINE EXPOSITION 2024,"International Pipeline Exposition & Conference. International Pipeline Exposition brings together thousands of pipeline professionals showcasing the most recognized brands & the latest technologies, products & services in the pipeline industry",Public,every 2 years,http://www.internationalpipelineexposition.com/,pipelineexposales@dmgevents.com,False,2024-09-24,3,,,,Canada
ISC BRASIL 2024,International security exhibition and conference in Brazil. Integrated Security Solutions for Key Industry Verticals,Public,once a year,http://www.iscbrasil.com.br/en-us.html,atendimentovisitante@rxglobal.com,False,2024-09-25,3,,,,Brazil
MINEXPO INTERNATIONAL 2024,"American Mining Congress and Exposition. MINExpo INTERNATIONAL is a large mining show where more than 1800 exhibitors will display the latest technology, equipment, components, parts and services for exploration, extraction, safety, etc",Public,every 3 years,http://www.minexpo.com/,rmaddalena@nma.org,False,2024-09-24,3,,,,USA
ROGE.E 2024,"The major South American oil and gas show, and one of the largest energy events in the world",Public,every 2 years,http://www.roge.energy/,eventos@ibp.org.br,False,2024-09-23,4,,,,Brazil
JERSEY SHORE BOAT SALE & EXPO 2024,Boat Show,Public,once a year,http://jerseyboatexpo.com/,info@mtanj.org,False,2024-09-27,3,FisrtEnergy Park,Lakewood,NJ,USA
AMERICAN MANUFACTURING STRATEGIES SUMMIT 2024,"The American Manufacturing Strategies Summit delivers leading industry market intelligence in a compact three day format, combined with pre-arranged business meetings & industry presentations on the latest in manufacturing advancements",Public,once a year,http://www.manufacturing-summit.com/,mabconferences@markallengroup.com,True,2024-10-01,1,Hilton Post Oak,Houston,TX,USA
INTERNATIONAL PIPELINE EXPO 2024,World's Pipeline Industry Exhibition,Public,every 2 years,http://www.internationalpipelineexposition.com/,info@dmgevents.com,False,2024-09-24,3,,,,Canada
PREMIERE COLUMBUS 2024,"International Beauty Show. It is the place to explore everything that’s happening in the beauty industry: hottest hair color trends & cutting techniques, high fashion nail art, edgy barber designs, day spa procedures…",Public,once a year,http://premierecolumbusshow.biz/,ed@premiereshows.com,False,2024-09-29,2,Greater Columbus Convention Center,Columbus,OH,USA
AEE WORLD ENERGY CONFERENCE & EXPO 2024,"One of the world's major energy congresses. Energy management, efficiency, automation, data analytics, policy, supply, procurement, resiliency, sustainability, and more",Public,once a year,http://aeeworld.org/,info@aeecenter.org,False,2024-09-25,3,"Nashville, TN",Nashville,TN,USA
IMPC 2024,International Mineral Processing Congress,Public,every 2 years,http://www.smenet.org/Conferences/IMPC,info@impc2020.com,False,2024-09-29,5,,,,USA
GASTECH EXHIBITION & CONFERENCE 2024,"A landmark event in the energy industry’s calendar, and the world’s largest meeting place for the global natural gas, LNG, hydrogen, low-carbon solutions, and climate technologies industries",Public,once a year,http://www.gastechevent.com/,sales@gastechevent.com,False,2024-09-17,4,,,,USA
GASTECH 2024,"International Conference & Exhibition for the LNG, LPG and Natural Gas Industries",Public,once a year,http://www.gastechevent.com/,info@gastechevent.com,False,2024-09-17,4,,,,USA
SMALL BUSINESS EXPO PHOENIX 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/phoenix,info@theshowproducers.com,False,2024-09-25,1,,,,USA
GASTECH HYDROGEN 2024,The climate technologies zone of Gastech Exhibition & Conference showcases a wide range of innovations and technologies and engineering applications,Public,once a year,http://www.gastechevent.com/,sales@gastechevent.com,False,2024-09-17,4,,,,USA
SMALL BUSINESS EXPO SAN DIEGO 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/,info@theshowproducers.com,False,2024-09-20,1,Town and Country Resort & Convention Center,San Diego,CA,USA
TEAMS CONFERENCE + EXPO 2024,TEAMS Conference + Expo is the world’s leading conference and expo for the sports-event industry,Public,once a year,http://www.teamsconference.com/,pciriello@ntmllc.com,False,2024-09-23,4,"Anaheim, CA",Anaheim,CA,USA
UFI LATAM CONFERENCE 2024,The UFI LATAM Conference is a must-attend event for exhibition industry professionals who work internationally. This two-day event provides industry updates and insights from across the region,Public,once a year,http://www.ufi.org/our-events,events@ufi.org,False,2024-09-17,3,Cintermex,Monterrey,,Mexico
AMERICAS SECURITY CONNECTION 2024,Conference & Exhibition for the Latin American Leaders in Electronic Security. Americas Security Connection offering the best options to interact with buyers and sellers of security solutions,Public,once a year,http://www.americassecurityconnection.com/en,informatica@latinpressinc.com,True,2024-10-01,1,,,,Colombia
ITS WORLD CONGRESS & EXHIBITION 2024,"ITS World Congress is the global event that brings together world leaders, practitioners, policy makers, researchers, and private industry to advance and unite the intelligent transportation systems (ITS) industry",Public,once a year,http://www.itsamericaevents.com/world-congress/en-us.html,jaime.mcauley@rxglobal.com,False,2024-09-16,5,Georgia World Congress Center,Los Angeles,CA,USA
ILTM NORTH AMERICA 2024,The leading event for the luxury travel industry in the Americas region,Public,once a year,http://www.iltm.com/northamerica,london@relxgroup.com,False,2024-09-23,4,Baha Mar,Nassau,,Bahamas
AEROSPACE SPECIAL PROCESSES SUPPLIERS SUMMIT 2024,A Matchmaking Event dedicated to surface treatment and finishing capabilities for aerospace manufacturing,Public,once a year,http://www.stlouis.bciaerospace.com/,info@advbe.com,True,2024-10-01,1,,,,USA
DEMO INTERNATIONAL 2024,"The latest technologies in equipment, products and services covering all aspects of woodlands operations. Live Equipment Demos",Public,every 2 years,http://www.demointernational.com/,info@masterpromotions.ca,False,2024-09-19,3,Hilton Lac-Leamy,Gatineau,QC,Canada
COLOMBIAPLAST - EXPOEMPAQUE 2024,"Plastic, Rubber & Petrochemical International Trade Fair + Packaging International Trade Fair",Public,every 2 years,http://www.colombiaplast.org/,info@corferias.com,False,2024-09-30,5,,,,Colombia
INDIANAPOLIS FALL BOAT & RV SHOW 2024,"The Indianapolis Fall Boat & RV Show offers the unique opportunity for consumers to see, try and buy from a wide selection of new, used and end-of-year boat and RV models at unbeatable prices",Public,once a year,http://indyfallboatandrvshow.com/,nfo@renfroproductions.com,False,2024-09-20,3,,,,USA
ATCE - SPE ANNUAL TECHNICAL CONFERENCE AND EXHIBITION 2024,"Society of Petroleum Engineers (SPE) International Conference and Exhibition. ATCE brings together emerging technologies, state-of-the art innovations, leading-edge companies & organizations, & thousands of engineers, scientists, managers & executives",Public,once a year,http://www.atce.org/,spedal@spe.org,False,2024-09-23,3,,,,USA
LUXURY BRIDAL EXPO DRURY LANE THEATRE 2024,"Luxury Bridal Exhibition in Oak Brook, IL. LUXURY BRIDAL EXPO DRURY LANE features Bridal Gowns & Shops, Accessories and Fashion Jewelry, Party & Activities providers, Beauty, Lifestyle and Wellness products, Caterers, Wedding Dresses, Event Planners",Public,unknown,http://www.bridalshowexpo.com/,info@BridalShowExpo.com,False,2024-09-25,1,Drury Lane Theatre,Oak Brook,IL,USA
EXPOLUX 2024,"International Lighting Industry Exhibition. Expolux is bringing together technologies and trends and introducing products and services to merchants, retailers, specifiers, lighting designers, architects, decorators, engineers and technicians",Public,every 2 years,http://www.expolux.com.br/en.html,atendimentovisitante@rxglobal.com,False,2024-09-17,4,,,,Brazil
OTTAWA FALL HOME SHOW 2024,"Ottawa, ON Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://www.marketplaceevents.com/our-shows,rosannah@marketplaceevents.com,False,2024-09-26,4,Ernst & Young Centre,Ottawa,ON,Canada
A&D STRATEGIES AND OPPORTUNITIES CONFERENCE 2024,A&D Strategies and Opportunities conference and workshop is the oil and gas industry's premier event focused on market drivers in upstream transactions,Public,once a year,http://www.adstrategiesconference.com/,registration@hartenergy.com,False,2024-09-24,1,"Statler Hotel, Dallas",Dallas,TX,USA
LAS VEGAS SOUVENIR & RESORT GIFT SHOW 2024,"Souvenir and Gift Show. The Las Vegas Souvenir & Resort Gift Show features an unrivaled selection of destination, resort and tourist merchandise, souvenirs, t-shirts, beach items, and more",Public,once a year,http://www.lvsouvenirshow.com/,info@clarionevents.com,False,2024-09-17,4,,,,USA
EXPO MEDICAL 2024,"International Show for Products, Equipment and Services for the Healthcare",Public,once a year,http://www.expomedical.com.ar/,info@expomedical.com.ar,False,2024-09-18,3,,,,Argentina
CLIMATETECH 2024,The climate technologies zone of Gastech Exhibition & Conference showcases a wide range of innovations and technologies and engineering applications,Public,once a year,http://www.gastechevent.com/,sales@gastechevent.com,False,2024-09-17,4,,,,USA
PROGRESSIVE NORWALK BOAT SHOW 2024,"Boat Show. Norwalk Boat Show offers an incredible line-up of boating education, entertainment and special attractions, including on-the water demos and boat handling clinics, boating fishing and sailing seminars, fun kids' activites and more",Public,once a year,http://www.boatshownorwalk.com/,webmaster@nmma.org,False,2024-09-19,4,Norwalk Cove Marina,Norwalk,CT,USA
THE FRANCHISE EXPO - EDMONTON 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/edmonton/visitor,info@nationalevent.com,False,2024-09-28,2,,,,Canada
TEAMS 2024,"Conference & Expo for the Sports-Event Industry. TEAMS Expo features pre-scheduled appointment sessions between sponsors, exhibitors and event organizers so that real business can get done",Public,once a year,http://www.teamsconference.com/,info@schneiderpublishing.com,False,2024-09-23,4,"Anaheim, CA",Anaheim,CA,USA
ACCESS MBA - RIO DE JANEIRO 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organized around the world,Public,once a year,http://www.accessmba.com/events/region/south-america,coutat@advent-communication.net,True,2024-10-01,1,Rio de Janeiro,Rio de Janeiro,,Brazil
TECNO FIDTA 2024,International Food Technology. Additives and Ingredients Trade Fair,Public,every 2 years,http://tecnofidta.ar.messefrankfurt.com/buenos-aires/en.html,tecnofidta@indexport.com.ar,False,2024-09-17,4,,,,Argentina
IN-COSMETICS LATIN AMERICA 2024,"The leading event in Latin America for personal care ingrédients. The exhibition brings together international exhibitors of ingredients, fragrances, lab equipment, testing and regulatory solutions with over 4.000 Latin American cosmetic manufacturers",Public,once a year,http://latinamerica.in-cosmetics.com/,atendimentovisitante@rxglobal.com,False,2024-09-25,2,,,,Brazil
VISION EXPO WEST 2024,International Vision Expo West is the pre-eminent fashion and medical eyecare event where eyecare professionals in the Americas gather to experience the energy and international style,Public,once a year,http://west.visionexpo.com/,inquiry@visionexpo.com,False,2024-09-18,4,The Venetian Resort and Hotel,Las Vegas,NV,USA
IDSWEST - INTERIOR DESIGN SHOW WEST 2024,"Interior Design Show. Individual designers, artists, makers and design-centric brands come together in Vancouver to showcase their current works, concepts and products",Public,once a year,http://www.idswest.com/,info@interiordesignshow.com,False,2024-09-26,4,Vancouver Convention Centre,Vancouver,BC,Canada
ILTM AMERICAS 2024,The leading event for the luxury travel industry in the Americas region,Public,once a year,http://www.iltm.com/americas,infomexico@rxglobal.com,False,2024-09-23,4,Baha Mar,Nassau,,Bahamas
ACCESS MBA - BUENOS AIRES 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,once a year,http://www.accessmba.com/tour,coutat@advent-communication.net,True,2024-10-01,1,Buenos Aires Marriott Hotel,Buenos Aires,,Argentina
BIOMEDEVICE BOSTON 2024,"A unique forum bringing together world-class medical device designers, engineers, researchers and manufacturers to share how to foster and support innovation in medical device design. Exposition and Conference",Public,once a year,http://www.biomedboston.com/en/home.html,registration.advmfg@informa.com,False,2024-09-25,2,Boston Convention & Exhibition Center,Boston,MA,USA
CALGARY FALL HOME SHOW 2024,"Calgary, AB HOME & INTERIOR DESIGN SHOW presents latest styles of furniture, bend new interior designs, remodelling, trendy furnishings and patio instalation",Public,once a year,http://calgaryfallhomeshow.com/,jillp@marketplaceevents.com,False,2024-09-27,3,,,,Canada
EXPO ETUDIENTE NACIONAL 2024,"Expo Estudiante Nacional brings together more than 100 universities and higher education institutions for 4 days to advise and guide 10th and 11th grade graduates, parents and the general public interested in Higher Education",Public,once a year,http://expoestudiantenacional.co/,info@corferias.com,True,2024-10-01,1,,,,Colombia
JOHNSON COUNTY HOME + REMODELLING SHOW 2024,"Overland Park, KS Home & Interior Design Show",Public,once a year,http://johnsoncountyhomeandremodelingshow.com/,jessicab@marketplaceevents.com,True,2024-10-01,1,,,,USA
AUTOMOTIVE TESTING EXPO NORTH AMERICA 2024,"International Trade Fair for Automotive Test & Evaluation. At Automotive Testing Expo you can see the very latest technologies & services that are designed to ensure that the highest standards are met in terms of product quality, reliability and safety",Public,once a year,http://www.testing-expo.com/usa,info@ukintpress.com,True,2024-10-01,1,Suburban Collection Showplace,Novi,MI,USA
DESERET NEWS HOME SHOW 2024,"Deseret, UT NEWS HOME SHOW features trendy furniture, home furnishings, new interior designs, remodelling and revamp",Public,once a year,http://www.deseretnewshomeshow.com/,rosannah@marketplaceevents.com,True,2024-10-01,1,,,,USA
CORPUS CHRISTI SOUVENIR AND RESORT SHOW 2024,"The Corpus Christi Souvenir and Resort Show is a platform for attendees to find a versatile and unique selection of souvenir, resort, fashion accessories, and more that promises to set your store apart",Public,once a year,http://www.pinnacle-shows.com/corpuschristisouvenirandresortshow,Evan@pinnacle-shows.com,True,2024-10-01,1,Corpus Christi American Bank Center,Corpus Christi,TX,USA
NORTHAM 2024,The Most Senior & Influential Finance & Investment Meeting for the North American E&P (Exploration & Production) Sector,Public,once a year,http://energycouncil.com/event-events/north-america-assembly-and-dinner,,True,2024-10-01,1,"C. Baldwin, Houston",Houston,TX,USA
CAFÉS DE COLOMBIA EXPO 2024,Trade fair dedicated to the promotion of the most important specialty coffees in Colombia and Latin America,Public,once a year,http://www.cafesdecolombiaexpo.com/,info@corferias.com,True,2024-10-01,1,,,,Colombia
FERIA BELLEZA Y SALUD 2024,"Beauty & Health Trade Show. FERIA BELLEZA Y SALUD gathers cosmetologists, beauticians, therapists and professional hairdressers from Andean Region",Public,once a year,http://feriabellezaysalud.com/,info@corferias.com,True,2024-10-01,1,,,,Colombia
EXPO BARBER SHOW 2024,"Trade show for hairdressers and barbers. As part of Expo Beauty Show Mexico, the major South American trade show for beauty professionals",Public,once a year,http://www.expobarbershow.com/en.html,ventas@expobeautyshow.com,True,2024-10-01,1,,,,Mexico
HARVEST FESTIVAL - ORIGINAL ART & CRAFT - DEL MAR 2024,"Original Art & Craft Show. Each Harvest Festival features hundreds of artisans exhibiting American handmade items including beautiful jewelry, clothing, specialty foods, photography, original art, hand-turned wood, music, ceramics, etc",Public,once a year,http://harvestfestival.com/del-mar,info@harvestfestival.com,True,2024-10-01,1,Del Mar Fairgrounds,Del Mar,CA,USA
"FLORECUADOR, AGRIFLOR 2024",International Floriculture & Horticulture Trade Fair,Public,once a year,http://hppexhibitions.com/agriflor,info@hpp.nl,True,2024-10-01,1,Centro de Exposiciones Quito,Quito,,Ecuador
"ART & CRAFT FAIR - FARGO, ND 2024","Hand Made items you will see at ""ART & CRAFT FAIR"" are handcrafted wood furniture & decorative pieces, photography, pottery, jewelry, variety of floral arrangements, creative clothing pieces for all ages, hand woven rugs, home sewn quilts...",Public,once a year,http://www.thebigone.biz/,info@thebigone.biz,True,2024-10-01,1,Fargodome,Fargo,ND,USA
HARVEST FESTIVAL - ORIGINAL ART & CRAFT - VENTURA 2024,"Original Art & Craft Show. Each Harvest Festival features hundreds of artisans exhibiting American handmade items including beautiful jewelry, clothing, specialty foods, photography, original art, hand-turned wood, music, ceramics...",Public,once a year,http://harvestfestival.com/ventura,info@harvestfestival.com,True,2024-10-01,1,Ventura County Fairgrounds,Ventura,CA,USA
FESTIVAL GASTRONÓMICO INTERNACIONAL DE COCHABAMBA 2024,"International Gastronomic Festival of Cochabamba. A gastronomic journey, from the flavors of origin, passing through the cuisine of our ancestors as a legacy of an ancient culture, heritage and cultural fusion, up to the current contemporary cuisine",Public,once a year,http://www.feicobol.com.bo/,feicobol@feicobol.com.bo,True,2024-10-01,1,,,,Bolivia
GUN & KNIFE SHOW STILLWATER 2024,"Arms & Ammunition fair. GUN & KNIFE SHOW STILLWATER presents shotguns, hunting rifles, rifle spoke, gun parts, combat knife & swords, cartridges, muzzle load, gun magazines, sharpening tool, holster, gun safe & cases, laser sight and Militaria of all War",Public,once a year,http://www.crocodileproductionsinc.com/,crocodile1@comcast.net,True,2024-10-01,1,Stillwater Armory,Woodbury,MN,USA
AMWC LATIN AMERICA - AESTHETIC & ANTI-AGING MEDICINE WORLD CONGRESS 2024,Aesthetic & Anti-Aging Medicine World Congress in Latin America,Public,once a year,http://amwc-la.com/en,registration@euromedicom.com,True,2024-10-01,1,,,,Colombia
EXPO HABITATION D'AUTOMNE 2024,"Home Expo. EXPO HABITATION D'AUTOMNE attracts Home builders, real-estate developments, renovation specialists, interior design products and services, building materials from basement to roof and so on",Public,once a year,http://expomediainc.com/events/?lang=en,info@expomediainc.com,True,2024-10-01,1,"Stade Olympique, Montréal",Montreal,QC,Canada
MIDWEST ARMS COLLECTOR SHOW WATERLOO 2024,"Guns & Knives Show. MIDWEST ARMS COLLECTOR SHOW WATERLOO features antique pistols, rifles, air guns, combat knives, gun magazines, Indian artifacts, collectible firearm, hunting & fishing gears, holsters, gun safes & cases, survival training and gun part",Public,once a year,http://macshows.com/iowa,info@macshows.com,True,2024-10-01,1,National Cattle Congress Hippodrome Auditorium,Waterloo,IA,USA
BUSINESS ANALYST WORLD - NEW MEXICO 2024,"Practical Skills and the Latest Products to get Projects Done on-Time, on-Budget and on-Expectation. ProjectWorld * BusinessAnalystWorld offers a unique experience for attendees, bringing together experts, practitioners, certifying bodies & service",Public,once a year,http://wwhttps//www.pmbaconferences.com/new-mexico,shows@divexhibitions.com.au,True,2024-10-01,1,Hotel Albuquerque at Old Town,Albuquerque,NM,USA
EXPO ANDES 2024,South America's Mountain Professionals Summit,Public,every 2 years,http://www.expoandes.net/,info@expoandes.net,True,2024-10-01,1,Centro Eventos Puente Verde,Santiago,,Chile
EXPOLAGES 2024,"Brazilian Livestock Fair. Exhibitions, lectures and negotiation sessions make up the event's program at Conta Dinheiro Park, in Lages",Public,once a year,http://www.expolages.com.br/,sindicatorural@lagesrural.com.br,True,2024-10-01,1,Parque de Exposições Conta Dinheiro,Lages,,Brazil
DIGITAL TRANSFORMATION SUMMIT 2024,"The Aviation Week Network Digital Transformation Summit is the gathering place for aerospace & defense and commercial aviation OEMs, suppliers and operators who are looking to utilize the power of technology to drive efficiency in their organization",Public,once a year,http://digital-transformation.aviationweek.com/en/home.html,events@aviationweek.com,True,2024-10-01,1,"Embassy Suites By Hilton, Seattle",Seattle,WA,USA
DEVLEARN 2024,Congress for technological innovations in education and training,Public,once a year,http://www.devlearn.com/,info@closerstillmedia.com,True,2024-10-01,1,,,,USA
ATLANTIC TRUCK SHOW 2024,Atlantic Canada’s largest and most inclusive trucking show,Public,every 2 years,http://www.atlantictruckshow.com/,info@masterpromotions.ca,True,2024-10-01,1,Moncton Coliseum Complex,Moncton,NB,Canada
HARVEST FESTIVAL - ORIGINAL ART & CRAFT - PLEASANTON 2024,"Original Art & Craft Show. Each Harvest Festival features hundreds of artisans exhibiting American handmade items including beautiful jewelry, clothing, specialty foods, photography, original art, hand-turned wood, music, ceramics, etc",Public,once a year,http://harvestfestival.com/pleasanton,info@harvestfestival.com,True,2024-10-01,1,,,,USA
BUSINESS ANALYST WORLD - BOSTON 2024,"Practical Skills and the Latest Products to get Projects Done on-Time, on-Budget and on-Expectation. ProjectWorld * BusinessAnalystWorld offers a unique experience for attendees, bringing together experts, practitioners, certifying bodies & service",Public,once a year,http://www.pmbaconferences.com/boston/home.html,shows@divexhibitions.com.au,True,2024-10-01,1,Boston Marriott Burlington,Boston,MA,USA
MERCOPAR 2024,International Fair of Industrial Integration,Public,once a year,http://www.mercopar.com.br/,info@messe.de,True,2024-10-01,1,Pavilhoes da Festa da Uva,Caxias do Sul,,Brazil
HAZLO TU MONTERREY 2024,Arts and Handicraft Exhibition,Public,once a year,http://www.hazlotu.com/,hazlotu@promex.com.mx,True,2024-10-01,1,Cintermex,Monterrey,,Mexico
FERIA EXPO MUJER 2024,"Fair for women, children and babies",Public,once a year,http://www.feicobol.com.bo/,feicobol@feicobol.com.bo,True,2024-10-01,1,,,,Bolivia
FI FOOD INGREDIENTS NORTH AMERICA 2024,"North America International Food Ingredients Fair. The event serves the global food, beverage and dietary supplements markets, offering food and beverage manufacturers direct access to the widest range of ingredient suppliers from around the world",Public,once a year,http://www.figlobal.com/northamerica,registration.advmfg@informa.com,True,2024-10-01,1,,,,USA
CALZATEX PERÚ 2024,Trade show of Suppliers for Leather and Footwear Industry,Public,once a year,http://www.expotextilperu.com/,info@expotextilperu.com,True,2024-10-01,1,,,,Peru
ARTBO 2024,Bogotá Contemporary International Art Fair,Public,once a year,http://www.artbo.co/,info@corferias.com,True,2024-10-01,1,,,,Colombia
FOOD AND WINE TRADE SHOW VENEZUELA 2024,"The Fancy Tipple Food & Wine Event for manufacturers, professional buyers and trade visitors in Venezuela will gather an exclusive selection of quality Wines, Beers and Fine foods",Public,once a year,http://thefancytipple.com/,info@thefancytipple.com,True,2024-10-01,1,"Hotel CCT, Caracas",Caracas,,Venezuela
EXPOESTUDIANTE NACIONAL 2024,Bogota Student Fair,Public,once a year,http://www.expoestudiantenacional.co/,info@corferias.com,True,2024-10-01,1,,,,Colombia
COPEO / FICONNE 2024,Congress and Exhibition of Innovation in Dentistry in North and Northeast Brazil,Public,once a year,http://www.icopeo.com.br/,icopeo@hospitalmed.com.br,True,2024-10-01,1,,,,Brazil
INTEGRATEC COLOMBIA 2024,"Latin American exhibition & conference for Audiovisual Systems, Home Automation, Digital Signage and Unified Communications",Public,once a year,http://www.integratec.show/en,vmarin@integratec.show,True,2024-10-01,1,,,,Colombia
EXPO SÃO ROQUE 2024,"Wine and artichoke festival. Food, leisure, wine, family, art, dance and entertainment",Public,once a year,http://www.exposaoroque.com.br/,contato@exposaoroque.com.br,True,2024-10-01,1,Recanto da Cascata,São Roque - SP,,Brazil
LA GRANDE DÉGUSTATION DE MONTRÉAL 2024,"Montreal Wine and Spirits Show. La Grande Dégustation de Montréal brings together producers from around the world. So come meet them in person, sample their products and stock up!",Public,once a year,http://www.lagrandedegustation.com/,info@lagrandedegustation.com,True,2024-10-01,1,Grand Quai du Port de Montréal,Montreal,QC,Canada
BELLEZA Y SALUD 2024,"International Showcase for Esthetics, Health, Hairdressers and Integral Cosmetics for the Man and the Woman",Public,once a year,http://www.feriabellezaysalud.com/,info@corferias.com,True,2024-10-01,1,,,,Colombia
GAMESFORUM SEATTLE 2024,B2B Conference about the Business of Games,Public,once a year,http://www.globalgamesforum.com/seattle,info@osneymedia.co.uk,True,2024-10-01,1,Bell Harbor International Conference Center,Seattle,WA,USA
BICIGO 2024,"Bicigo is the great space for fans, lovers of bicycles and the general public",Public,once a year,http://www.bicigocolombia.com/,info@corferias.com,True,2024-10-01,1,,,,Colombia
HAWAIIAN INTERNATIONAL AUTO SHOW 2024,"International Auto Show in Honolulu. HAWAIIAN INTERNATIONAL AUTO SHOW will present a wide selection of manufacturer's new-model vehicles, trucks, SUVS & collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://autoshowhawaii.com/,lisa.gelb@primedia.com,True,2024-10-01,1,Hawaii Convention Center,Honolulu,HI,USA
KBC - KITCHEN + BATH CANADA 2024,Canada's trade show dedicated to the Kitchen & Bath industry. KBC will gather the highest quality of products and services making it the best destination for exhibitors & attendees to learn about the current industry trends & discover showcased products,Public,once a year,http://kbcexpo.com/,info@expohut.ca,True,2024-10-01,1,"The International Centre, Toronto",Toronto,ON,Canada
EXPOCIHAC 2024,"Expo CIHAC is the most important construction, engineering, architecture and design event in Mexico and Latin America",Public,once a year,http://www.informamarkets.com/en/regions/north-america.html,expocihac@informa.com,True,2024-10-01,1,,,,Mexico
DEEPWATER OPERATIONS 2024,Deepwater Operations Conference & Exhibition. Companies are choosing Deepwater Operations as the industry’s premier platform for connecting with key decision-makers worldwide,Public,once a year,http://www.deepwateroperations.com/,,True,2024-10-01,1,Moody Gardens Convention Center,Galveston,TX,USA
SHOPTALK US 2024,"Shoptalk is where retail changemakers create the future of retail. Shoptalk covers the latest technologies, trends and business models, as well as the rapid transformation of what consumers discover, shop for and buy. Apparel, Electronics, Beauty, Grocery",Public,once a year,http://shoptalk.com/,info@hyve.group,False,2024-10-08,3,,,,USA
UNITED STATES SAILBOAT SHOW 2024,"Trade fair for boat industry and sailing items. UNITED STATES SAILBOAT SHOW offers first sail workshop, newly designed sail boats, yachts, catamarans, trimarans, advanced tools, boating accessories, navigational equipment, electronics, high-tech gadgets",Public,once a year,http://www.annapolisboatshows.com/united-states-sailboat-show,info@annapolisboatshows.com,True,2024-10-01,1,Annapolis City Dock,Annapolis,MD,USA
